loc_rowid,pl_hostname,pl_name,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassprov,st_dist,st_disterr1,st_disterr2,st_distlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_telescope,pl_mnum,pl_disc,rowupdate
98,DE CVn,DE CVn b,1,4098.10000000,131.50000000,-131.50000000,0,0.000000,,,0,86.000,,,0,Msin(i)/sin(i),30.55,0.03,-0.03,0,,,,0,3823.27330,955.81833,-955.81833,0,,,,0,Multiple Telescopes,0,2018,2019-07-11
99,DENIS-P J082303.1-491201,DENIS-P J082303.1-491201 b,1,246.36000000,1.38000000,-1.35000000,0,0.345000,0.068000,-0.064000,0,56.600,1.900,-2.100,0,Mass,20.77,0.08,-0.08,0,,,,,9057.77000,603.85000,-603.85000,0,,,,,8.2 m ESO VLT UT1 Antu Telescope,0,2013,2014-05-14
100,DH Tau,DH Tau b,1,,,,,,,,,,,,,Mass,140.00,15.00,-15.00,0,,,,,3496.00000,3178.00000,-953.00000,0,,,,,8.2 m Subaru Telescope,0,2004,2014-05-14
101,DMPP-1,DMPP-1 b,4,18.57000000,0.01000000,-0.01000000,0,0.083000,,,1,,,,0,Msini,62.00,1.00,-1.00,0,877,,,0,24.27000,1.16000,-1.59000,0,,,,0,3.6 m ESO Telescope,0,2019,2020-01-30
102,DMPP-1,DMPP-1 c,4,6.58400000,0.00300000,-0.00200000,0,0.057000,,,1,,,,0,Msini,62.00,1.00,-1.00,0,1239,,,0,9.60000,0.53000,-1.58000,0,,,,0,3.6 m ESO Telescope,0,2019,2020-01-30
103,DMPP-1,DMPP-1 d,4,2.88200000,0.00100000,-0.00100000,0,0.070000,,,1,,,,0,Msini,62.00,1.00,-1.00,0,1632,,,0,3.35000,0.38000,-0.34000,0,,,,0,3.6 m ESO Telescope,0,2019,2020-01-30
104,DMPP-1,DMPP-1 e,4,5.51600000,0.00200000,-0.00400000,0,0.070000,,,1,,,,0,Msini,62.00,1.00,-1.00,0,1314,,,0,4.13000,0.66000,-1.14000,0,,,,0,3.6 m ESO Telescope,0,2019,2020-01-30
105,DMPP-2,DMPP-2 b,1,5.20720000,0.00020000,-0.00550000,0,0.078000,,,0,,,,0,Msini,134.00,4.00,-4.00,0,1000,,,0,138.89171,9.53490,-18.75197,0,,,,0,Multiple Telescopes,0,2019,2020-01-30
106,DMPP-3 A,DMPP-3 A b,1,6.67320000,0.00110000,-0.00030000,0,0.140000,0.091000,-0.053000,0,,,,0,Msini,48.90,0.60,-0.60,0,854,,,0,2.58000,0.35000,-0.58000,0,,,,0,3.6 m ESO Telescope,0,2019,2020-01-30
107,DP Leo,DP Leo b,1,10220.00000000,730.00000000,-730.00000000,0,0.390000,0.130000,-0.130000,0,,,,,Msini,305.06,28.94,-28.94,0,,,,,1922.79000,149.37000,-149.37000,0,,,,,2.4 m Lijiang Station Telescope,0,2009,2014-05-14
108,DS Tuc A,DS Tuc A b,1,8.13826800,0.00001100,-0.00001100,0,0.000000,,,0,89.500,0.340,-0.410,0,,44.12,0.07,-0.07,0,850,,,0,,,,0,5.700,0.170,-0.170,0,0.1 m TESS Telescope,0,2019,2019-07-11
109,EPIC 201238110,EPIC 201238110 b,1,28.16560000,0.00270000,-0.00280000,0,,,,0,,,,0,,159.98,1.40,-1.40,0,,,,0,,,,0,1.870,0.200,-0.450,0,0.95 m Kepler Telescope,0,2019,2019-06-13
110,EPIC 201497682,EPIC 201497682 b,1,2.13174000,0.00022000,-0.00022000,0,,,,0,,,,0,,254.88,1.68,-1.68,0,,,,0,,,,0,0.692,0.059,-0.048,0,0.95 m Kepler Telescope,0,2019,2019-06-13
111,K2-166,EPIC 201615463 c,2,3.80464000,0.00091000,-0.00105000,0,,,,0,,,,0,,481.00,9.70,-8.90,0,,,,0,,,,0,1.220,0.210,-0.170,0,0.95 m Kepler Telescope,0,2019,2019-06-13
112,K2-16,EPIC 201754305 d,3,2.71578000,0.00031000,-0.00031000,0,,,,0,,,,0,,338.19,4.23,-4.23,0,,,,0,,,,0,1.030,0.085,-0.086,0,0.95 m Kepler Telescope,0,2019,2019-06-13
113,K2-50,EPIC 201833600 c,2,3.96151000,0.00046000,-0.00051000,0,,,,0,,,,0,,259.33,3.26,-3.26,0,,,,0,,,,0,1.000,0.120,-0.110,0,0.95 m Kepler Telescope,0,2019,2019-06-13
114,EPIC 201841433,EPIC 201841433 b,1,4.16959000,0.00051000,-0.00053000,0,,,,0,,,,0,,441.94,8.17,-8.17,0,,,,0,,,,0,1.100,0.140,-0.120,0,0.95 m Kepler Telescope,0,2019,2019-06-13
115,K2-168,EPIC 205950854 c,2,8.05072200,0.00007500,-0.00003800,0,,,,0,89.810,0.980,-0.430,0,,245.56,4.19,-4.19,0,961,21,-10,0,,,,0,1.310,0.144,-0.063,0,0.95 m Kepler Telescope,0,2019,2019-08-15
116,EPIC 206024342,EPIC 206024342 b,1,4.50756000,0.00062000,-0.00060000,0,,,,0,,,,0,,373.81,4.99,-4.99,0,,,,0,,,,0,1.700,0.590,-0.310,0,0.95 m Kepler Telescope,0,2019,2019-06-13
117,EPIC 206032309,EPIC 206032309 b,1,2.87814000,0.00023000,-0.00026000,0,,,,0,,,,0,,162.09,1.80,-1.80,0,,,,0,,,,0,1.010,0.240,-0.130,0,0.95 m Kepler Telescope,0,2019,2019-06-13
118,EPIC 206042996,EPIC 206042996 b,1,5.29711000,0.00074000,-0.00070000,0,,,,0,,,,0,,457.27,13.79,-13.79,0,,,,0,,,,0,1.620,0.170,-0.190,0,0.95 m Kepler Telescope,0,2019,2019-06-13
119,EPIC 206215704,EPIC 206215704 b,1,2.25372000,0.00047000,-0.00047000,0,,,,0,,,,0,,110.22,1.08,-1.08,0,,,,0,,,,0,0.900,0.190,-0.200,0,0.95 m Kepler Telescope,0,2019,2019-06-13
120,EPIC 206317286,EPIC 206317286 b,1,1.58252000,0.00017000,-0.00018000,0,,,,0,,,,0,,317.20,2.94,-2.94,0,,,,0,,,,0,0.960,0.110,-0.150,0,0.95 m Kepler Telescope,0,2019,2019-06-13
121,EPIC 211822797,EPIC 211822797 b,1,21.16986100,0.00172500,-0.00169500,0,0.060000,0.135970,-0.048705,0,89.730,0.190,-0.220,0,,187.19,1.37,-1.37,0,,,,0,,,,0,1.980,0.110,-0.110,0,0.95 m Kepler Telescope,0,2016,2017-10-26
122,EPIC 211945201,EPIC 211945201 b,1,19.49221000,0.00066600,-0.00065300,0,,,,0,,,,0,,182.69,1.29,-1.29,0,817,15,-14,0,,,,0,5.760,0.300,-0.300,0,0.95 m Kepler Telescope,0,2018,2018-10-26
123,EPIC 212297394,EPIC 212297394 b,1,2.28943000,0.00019000,-0.00019000,0,,,,0,,,,0,,423.35,7.34,-7.34,0,,,,0,,,,0,1.323,0.081,-0.095,0,0.95 m Kepler Telescope,0,2019,2019-06-13
124,EPIC 212424622,EPIC 212424622 b,1,18.09830000,0.00600000,-0.00580000,0,,,,0,,,,0,,622.67,10.40,-10.40,0,,,,0,,,,0,2.170,0.670,-0.420,0,0.95 m Kepler Telescope,0,2019,2019-06-13
125,EPIC 212499991,EPIC 212499991 b,1,34.88500000,0.01100000,-0.01000000,0,,,,0,,,,0,,285.61,2.05,-2.05,0,,,,0,,,,0,1.600,0.130,-0.160,0,0.95 m Kepler Telescope,0,2019,2019-06-13
126,EPIC 212587672,EPIC 212587672 b,1,15.28410000,0.00370000,-0.00290000,0,,,,0,,,,0,,322.88,6.33,-6.33,0,,,,0,,,,0,1.120,0.120,-0.090,0,0.95 m Kepler Telescope,0,2019,2019-06-13
127,EPIC 212737443,EPIC 212737443 b,2,13.60300000,0.00130000,-0.00130000,0,0.200000,0.200000,-0.200000,0,89.071,0.161,-0.161,0,,347.45,12.01,-12.01,0,536,18,-18,0,,,,0,2.586,0.126,-0.126,0,0.95 m Kepler Telescope,0,2019,2019-07-25
128,EPIC 212737443,EPIC 212737443 c,2,65.55000000,0.00890000,-0.00890000,0,0.200000,0.200000,-0.200000,0,89.630,0.044,-0.044,0,,347.45,12.01,-12.01,0,316,10,-10,0,,,,0,2.690,0.146,-0.146,0,0.95 m Kepler Telescope,0,2019,2019-07-25
129,K2-282,EPIC 220554210 c,2,0.70531000,0.00005000,-0.00005000,0,,,,0,,,,0,,502.28,7.77,-7.77,0,,,,0,,,,0,1.480,0.130,-0.100,0,0.95 m Kepler Telescope,0,2019,2019-06-13
130,EPIC 220674823,EPIC 220674823 b,2,0.57133100,0.00002000,-0.00002100,0,,,,0,,,,0,,246.10,2.97,-2.97,0,2119,41,-41,0,,,,0,1.820,0.100,-0.100,0,0.95 m Kepler Telescope,0,2016,2018-10-26
131,EPIC 220674823,EPIC 220674823 c,2,13.33907900,0.00194000,-0.00185900,0,,,,0,,,,0,,246.10,2.97,-2.97,0,741,14,-14,0,,,,0,2.730,0.180,-0.180,0,0.95 m Kepler Telescope,0,2016,2018-10-26
132,EPIC 246851721,EPIC 246851721 b,1,6.18023500,0.00001400,-0.00001400,0,,,,0,86.210,0.170,-0.170,0,Mass,336.70,8.40,-8.00,0,1401,16,-16,0,953.49000,349.61300,-381.39600,0,11.781,0.493,-0.493,0,0.95 m Kepler Telescope,0,2018,2018-10-26
133,EPIC 248847494,EPIC 248847494 b,1,3650.00000000,1280.00000000,-1130.00000000,0,0.000000,,,0,89.870,0.020,-0.030,0,Mass,560.00,13.00,-13.00,0,183,25,-18,0,4131.79000,,,1,12.442,0.785,-0.785,0,0.95 m Kepler Telescope,0,2018,2019-07-25
134,EPIC 249893012,EPIC 249893012 b,3,3.59510000,0.00030000,-0.00030000,0,0.060000,0.080000,-0.040000,0,86.140,2.600,-3.500,0,Mass,324.22,4.18,-4.18,0,1616,149,-79,0,8.75000,1.09000,-1.08000,0,1.950,0.090,-0.080,0,0.95 m Kepler Telescope,0,2020,2020-02-13
135,EPIC 249893012,EPIC 249893012 c,3,15.62400000,0.00100000,-0.00100000,0,0.070000,0.080000,-0.050000,0,87.940,0.740,-1.050,0,Mass,324.22,4.18,-4.18,0,990,92,-49,0,14.67000,1.84000,-1.89000,0,3.670,0.170,-0.140,0,0.95 m Kepler Telescope,0,2020,2020-02-13
136,EPIC 249893012,EPIC 249893012 d,3,35.74700000,0.00500000,-0.00500000,0,0.150000,0.210000,-0.110000,0,89.470,0.360,-0.500,0,Mass,324.22,4.18,-4.18,0,752,69,-37,0,10.18000,2.46000,-2.42000,0,3.940,0.130,-0.120,0,0.95 m Kepler Telescope,0,2020,2020-02-13
137,FU Tau,FU Tau b,1,,,,,,,,,,,,,Mass,140.00,,,0,2375,,,0,5085.28000,,,0,,,,,0.85 m Spitzer Space Telescope,0,2008,2016-03-10
138,Fomalhaut,Fomalhaut b,1,555530.00000000,184690.00000000,-353320.00000000,0,0.870000,0.110000,-0.050000,0,55.000,26.000,-12.000,0,,7.70,,,0,,,,,,,,,,,,,2.4 m Hubble Space Telescope,0,2008,2015-11-19
139,G 9-40,G 9-40 b,1,5.74600700,0.00000600,-0.00000600,0,0.000000,,,0,88.570,0.630,-0.470,0,,27.93,0.04,-0.04,0,456,35,-40,0,,,,0,2.025,0.096,-0.097,0,0.95 m Kepler Telescope,0,2019,2020-01-16
140,GJ 1132,GJ 1132 b,2,1.62893100,0.00002700,-0.00002700,0,0.220000,,,1,,,,0,Mass,12.62,0.01,-0.01,0,529,9,-9,0,1.66000,0.23000,-0.23000,0,,,,0,MEarth-South telescope array,0,2015,2018-06-21
141,GJ 1132,GJ 1132 c,2,8.92900000,0.01000000,-0.01000000,0,0.270000,,,1,,,,0,Msini,12.62,0.01,-0.01,0,300,5,-5,0,2.64000,0.44000,-0.44000,0,,,,0,3.6 m ESO Telescope,0,2018,2018-06-21
142,GJ 1148,GJ 1148 b,2,41.38000000,0.00200000,-0.00100000,0,0.380000,0.010000,-0.012000,0,,,,0,Msini,11.02,0.01,-0.01,0,,,,0,96.70000,1.41000,-1.02000,0,,,,0,10 m Keck I Telescope,0,2010,2017-10-19
143,GJ 1148,GJ 1148 c,2,532.58000000,4.14000000,-2.52000000,0,0.342000,0.050000,-0.062000,0,,,,0,Msini,11.02,0.01,-0.01,0,,,,0,68.06000,4.91000,-2.19000,0,,,,0,3.5 m telescope,0,2017,2017-10-19
144,GJ 1214,GJ 1214 b,1,1.58040456,0.00000016,-0.00000016,0,,,,,88.170,0.540,-0.540,0,Mass,14.65,0.04,-0.04,0,,,,,6.26125,0.85814,-0.85814,0,2.847,0.202,-0.202,0,0.4 m MEarth Telescope,0,2009,2015-12-03
145,GJ 1252,GJ 1252 b,1,0.51823490,0.00000630,-0.00000500,0,0.000000,,,0,85.000,2.100,-1.800,0,Mass,20.38,0.02,-0.02,0,1089,69,-69,0,2.09000,0.56000,-0.56000,0,1.193,0.074,-0.074,0,0.1 m TESS Telescope,0,2020,2020-02-13
146,GJ 1265,GJ 1265 b,1,3.65110000,0.00120000,-0.00120000,0,0.040000,0.040000,-0.040000,0,,,,0,Msini,10.26,0.01,-0.01,0,,,,0,7.40000,0.50000,-0.50000,0,,,,0,3.5 m telescope,0,2018,2018-12-06
147,GJ 143,GJ 143 b,2,35.61253000,0.00060000,-0.00062000,0,0.188000,0.076000,-0.078000,0,89.330,0.150,-0.110,0,Mass,16.33,0.01,-0.01,0,422,15,-14,0,22.70000,2.20000,-1.90000,0,2.610,0.170,-0.160,0,0.1 m TESS Telescope,0,2019,2019-04-25
148,GJ 15 A,GJ 15 A b,2,11.44070000,0.00170000,-0.00160000,0,0.094000,0.091000,-0.065000,0,,,,0,Msini,3.56,0.00,0.00,0,,,,0,3.03000,0.46000,-0.44000,0,,,,0,10 m Keck I Telescope,0,2014,2019-10-10
149,GJ 15 A,GJ 15 A c,2,7600.00000000,2200.00000000,-1700.00000000,0,0.270000,0.280000,-0.190000,0,,,,0,Msini,3.56,0.00,0.00,0,,,,0,36.00000,25.00000,-18.00000,0,,,,0,3.58 m Telescopio Nazionale Galileo,0,2018,2019-10-10
150,GJ 160.2,GJ 160.2 b,1,5.23540000,0.00270000,-0.00650000,0,0.060000,0.200000,-0.060000,0,,,,0,Msini,25.88,0.04,-0.04,0,,,,0,10.20000,7.20000,-5.90000,0,,,,0,Multiple Telescopes,0,2014,2019-10-10
151,GJ 163,GJ 163 b,3,8.63182000,0.00155000,-0.00155000,0,0.073000,0.050000,-0.050000,0,,,,,Msini,15.14,0.01,-0.01,0,,,,,10.60000,0.60000,-0.60000,0,,,,,3.6 m ESO Telescope,0,2013,2017-01-26
152,GJ 163,GJ 163 c,3,25.63058000,0.02550000,-0.02550000,0,0.099000,0.086000,-0.086000,0,,,,,Msini,15.14,0.01,-0.01,0,,,,,6.80000,0.90000,-0.90000,0,,,,,3.6 m ESO Telescope,0,2013,2017-01-26
153,GJ 163,GJ 163 d,3,603.95116000,7.55862000,-7.55862000,0,0.373000,0.077000,-0.077000,0,,,,,Msini,15.14,0.01,-0.01,0,,,,,29.40000,2.90000,-2.90000,0,,,,,3.6 m ESO Telescope,0,2013,2017-01-26
154,GJ 179,GJ 179 b,1,2288.00000000,59.00000000,-59.00000000,0,0.210000,0.080000,-0.080000,0,,,,,Msini,12.36,0.01,-0.01,0,,,,,260.61000,22.25000,-22.25000,0,,,,,10 m Keck I Telescope,0,2009,2014-05-14
155,GJ 180,GJ 180 b,3,17.13300000,0.00300000,-0.00300000,0,0.070000,0.040000,-0.040000,0,,,,0,Msini,11.94,0.00,0.00,0,,,,0,6.49000,0.68000,-0.68000,0,,,,0,Multiple Telescopes,0,2014,2020-02-13
156,GJ 180,GJ 180 c,3,24.32900000,0.05200000,-0.06600000,0,0.090000,0.200000,-0.090000,0,,,,0,Msini,11.94,0.00,0.00,0,,,,0,6.40000,3.70000,-4.10000,0,,,,0,Multiple Telescopes,0,2014,2019-10-10
157,GJ 180,GJ 180 d,3,106.30000000,0.12900000,-0.12900000,0,0.140000,0.040000,-0.040000,0,,,,0,Msini,11.94,0.00,0.00,0,,,,0,7.56000,1.07000,-1.07000,0,,,,0,Multiple Telescopes,0,2020,2020-02-13
158,GJ 229,GJ 229 A c,2,121.99500000,0.16100000,-0.16100000,0,0.190000,0.080000,-0.080000,0,,,,0,Msini,5.76,0.00,0.00,0,,,,0,7.26800,1.25600,-1.25600,0,,,,0,Multiple Telescopes,0,2020,2020-02-13
159,GJ 229,GJ 229 b,2,526.11500000,4.30000000,-4.30000000,0,0.100000,0.060000,-0.060000,0,,,,0,Msini,5.76,0.00,0.00,0,,,,0,8.47800,2.03300,-2.03300,0,,,,0,Multiple Telescopes,0,2014,2020-02-13
160,GJ 27.1,GJ 27.1 b,1,15.81900000,0.02300000,-0.02600000,0,0.080000,0.180000,-0.080000,0,,,,0,Msini,23.62,0.03,-0.03,0,,,,0,13.00000,4.10000,-6.60000,0,,,,0,Multiple Telescopes,0,2014,2019-10-10
161,GJ 273,GJ 273 b,2,18.64980000,0.00590000,-0.00520000,0,0.100000,0.090000,-0.070000,0,,,,,Msini,3.80,0.02,-0.02,0,,,,,2.89000,0.27000,-0.26000,0,,,,,3.6 m ESO Telescope,0,2017,2017-03-30
162,GJ 273,GJ 273 c,2,4.72340000,0.00040000,-0.00040000,0,0.170000,0.130000,-0.120000,0,,,,,Msini,3.80,0.02,-0.02,0,,,,,1.18000,0.16000,-0.16000,0,,,,,3.6 m ESO Telescope,0,2017,2017-03-30
163,GJ 3021,GJ 3021 b,1,133.71000000,0.20000000,-0.20000000,0,0.511000,0.017000,-0.017000,0,,,,,Msini,17.56,0.01,-0.01,0,350,90,-90,0,1071.04000,28.60000,-28.60000,0,,,,,1.2 m Leonhard Euler Telescope,0,2000,2014-05-14
164,GJ 3082,GJ 3082 b,1,11.94900000,0.02200000,-0.02200000,0,0.220000,0.110000,-0.110000,0,,,,0,Msini,16.63,0.01,-0.01,0,,,,0,8.20000,1.70000,-1.70000,0,,,,0,Multiple Telescopes,0,2020,2020-02-13
165,GJ 3138,GJ 3138 b,3,1.22003000,0.00006000,-0.00004000,0,0.190000,0.180000,-0.130000,0,,,,,Msini,28.49,0.03,-0.03,0,,,,,1.78000,0.34000,-0.33000,0,,,,,3.6 m ESO Telescope,0,2017,2017-03-30
166,GJ 3138,GJ 3138 c,3,5.97400000,0.00100000,-0.00100000,0,0.110000,0.110000,-0.070000,0,,,,,Msini,28.49,0.03,-0.03,0,,,,,4.18000,0.61000,-0.59000,0,,,,,3.6 m ESO Telescope,0,2017,2017-03-30
167,GJ 3138,GJ 3138 d,3,257.80000000,3.60000000,-3.50000000,0,0.320000,0.200000,-0.210000,0,,,,,Msini,28.49,0.03,-0.03,0,,,,,10.50000,2.30000,-2.10000,0,,,,,3.6 m ESO Telescope,0,2017,2017-03-30
168,GJ 317,GJ 317 b,2,692.00000000,2.00000000,-2.00000000,0,0.110000,0.050000,-0.050000,0,45.000,30.000,-10.000,0,Mass,15.10,0.22,-0.22,0,,,,,794.50000,222.50000,-127.10000,0,,,,,10 m Keck I Telescope,0,2007,2014-08-27
169,GJ 317,GJ 317 c,2,5312.00000000,758.00000000,-1248.00000000,0,0.308000,0.065000,-0.079000,0,,,,0,Msini,15.10,0.22,-0.22,0,,,,0,489.45820,400.46580,-181.16310,0,,,,0,10 m Keck I Telescope,0,2018,2018-11-29
170,GJ 328,GJ 328 b,1,4100.00000000,300.00000000,-300.00000000,0,0.370000,0.050000,-0.050000,0,,,,,Msini,20.54,0.02,-0.02,0,,,,,731.00000,41.32000,-41.32000,0,,,,,9.2 m Hobby-Eberly Telescope,0,2013,2014-05-14
171,GJ 3293,GJ 3293 b,4,30.59870000,0.00830000,-0.00840000,0,0.060000,0.040000,-0.040000,0,,,,,Msini,20.20,0.02,-0.02,0,,,,,23.54000,0.88000,-0.89000,0,,,,,3.6 m ESO Telescope,0,2015,2017-03-30
172,GJ 3293,GJ 3293 c,4,122.61960000,0.24290000,-0.23710000,0,0.110000,0.100000,-0.080000,0,,,,,Msini,20.20,0.02,-0.02,0,,,,,21.09000,1.24000,-1.26000,0,,,,,3.6 m ESO Telescope,0,2015,2017-03-30
173,GJ 3293,GJ 3293 d,4,48.13450000,0.06280000,-0.06610000,0,0.120000,0.130000,-0.090000,0,,,,,Msini,20.20,0.02,-0.02,0,,,,,7.60000,1.05000,-1.05000,0,,,,,3.6 m ESO Telescope,0,2017,2017-03-30
174,GJ 3293,GJ 3293 e,4,13.25430000,0.00780000,-0.01040000,0,0.210000,0.200000,-0.140000,0,,,,,Msini,20.20,0.02,-0.02,0,,,,,3.28000,0.64000,-0.64000,0,,,,,3.6 m ESO Telescope,0,2017,2017-03-30
175,GJ 3323,GJ 3323 b,2,5.36360000,0.00070000,-0.00070000,0,0.230000,0.110000,-0.110000,0,,,,,Msini,5.32,0.04,-0.04,0,,,,,2.02000,0.26000,-0.25000,0,,,,,3.6 m ESO Telescope,0,2017,2017-03-30
176,GJ 3323,GJ 3323 c,2,40.54000000,0.21000000,-0.19000000,0,0.170000,0.210000,-0.120000,0,,,,,Msini,5.32,0.04,-0.04,0,,,,,2.31000,0.50000,-0.49000,0,,,,,3.6 m ESO Telescope,0,2017,2017-03-30
177,GJ 3341,GJ 3341 b,1,14.20700000,0.00700000,-0.00700000,0,0.310000,0.110000,-0.110000,0,,,,,Msini,23.16,0.78,-0.73,0,,,,,6.60000,0.10000,-0.10000,0,,,,,3.6 m ESO Telescope,0,2015,2014-12-03
178,GJ 3470,GJ 3470 b,1,3.33664960,0.00000390,-0.00000330,0,,,,,89.130,0.260,-0.340,0,Mass,29.45,0.05,-0.05,0,594,97,-97,0,13.90000,1.50000,-1.50000,0,4.570,0.180,-0.180,0,3.6 m ESO Telescope,0,2012,2016-09-29
179,GJ 3512,GJ 3512 b,1,203.59000000,0.14000000,-0.14000000,0,0.435600,0.004200,-0.004200,0,,,,0,Msini,9.49,0.01,-0.01,0,,,,0,147.15529,6.99226,-7.31009,0,,,,0,3.5 m telescope,0,2019,2019-10-10
180,GJ 357,GJ 357 b,3,3.93072000,0.00008000,-0.00006000,0,,,,0,89.120,0.370,-0.310,0,Mass,9.44,0.01,-0.01,0,525,11,-9,0,1.84000,0.31000,-0.31000,0,1.217,0.084,-0.083,0,0.1 m TESS Telescope,0,2019,2019-08-15
181,GJ 357,GJ 357 c,3,9.12470000,0.00110000,-0.00100000,0,,,,0,,,,0,Msini,9.44,0.01,-0.01,0,401,11,-11,0,3.40000,0.46000,-0.46000,0,,,,0,Multiple Telescopes,0,2019,2019-08-01
182,GJ 357,GJ 357 d,3,55.66100000,0.05500000,-0.05500000,0,,,,0,,,,0,Msini,9.44,0.01,-0.01,0,220,6,-6,0,6.10000,1.00000,-1.00000,0,,,,0,Multiple Telescopes,0,2019,2019-08-01
183,GJ 3634,GJ 3634 b,1,2.64561000,0.00066000,-0.00066000,0,0.080000,0.094000,-0.057000,0,59.000,18.000,-24.000,0,Mass,19.80,0.60,-0.60,0,,,,,8.40000,4.00000,-1.50000,0,,,,,3.6 m ESO Telescope,0,2010,2014-08-21
184,GJ 3779,GJ 3779 b,1,3.02320000,0.00130000,-0.00130000,0,0.070000,0.050000,-0.050000,0,,,,0,Msini,13.75,0.01,-0.01,0,,,,0,8.00000,0.50000,-0.50000,0,,,,0,3.5 m telescope,0,2018,2018-12-06
185,GJ 3942,GJ 3942 b,1,6.90500000,0.04000000,-0.04000000,0,0.121000,0.118000,-0.118000,0,,,,0,Msini,16.94,0.01,-0.01,0,590,,,0,7.14000,0.59000,-0.59000,0,,,,0,3.58 m Telescopio Nazionale Galileo,0,2017,2017-12-21
186,GJ 3998,GJ 3998 b,2,2.64977000,0.00081000,-0.00077000,0,0.000000,,,0,,,,,Msini,18.16,0.02,-0.02,0,,,,,2.47000,0.27000,-0.27000,0,,,,,3.58 m Telescopio Nazionale Galileo,0,2016,2016-07-28
187,GJ 3998,GJ 3998 c,2,13.74000000,0.01600000,-0.01600000,0,0.049000,0.052000,-0.034000,0,,,,,Msini,18.16,0.02,-0.02,0,,,,,6.26000,0.79000,-0.76000,0,,,,,3.58 m Telescopio Nazionale Galileo,0,2016,2016-07-28
188,GJ 411,GJ 411 b,1,12.95320000,0.00790000,-0.00790000,0,0.220000,0.130000,-0.130000,0,,,,0,Msini,2.55,0.00,0.00,0,350,0,0,0,2.99000,0.46000,-0.46000,0,,,,0,1.93 m Telescope,0,2019,2019-03-05
189,GJ 422,GJ 422 b,1,20.12900000,0.00500000,-0.00500000,0,0.110000,0.040000,-0.040000,0,,,,0,Msini,12.67,0.01,-0.01,0,,,,0,11.07000,1.12000,-1.12000,0,,,,0,Multiple Telescopes,0,2014,2020-02-13
190,GJ 4276,GJ 4276 b,1,13.35200000,0.00300000,-0.00300000,0,0.370000,0.030000,-0.030000,0,,,,0,Msini,21.35,0.02,-0.02,0,,,,0,16.57000,0.94000,-0.95000,0,,,,0,3.5 m telescope,0,2019,2019-01-24
191,GJ 433,GJ 433 b,3,7.37050000,0.00050000,-0.00050000,0,0.040000,0.030000,-0.030000,0,,,,0,Msini,9.07,0.00,0.00,0,,,,0,6.04300,0.59700,-0.59700,0,,,,0,3.6 m ESO Telescope,0,2011,2020-02-13
192,GJ 433,GJ 433 c,3,5094.10500000,608.61700000,-608.61700000,0,0.120000,0.070000,-0.070000,0,,,,0,Msini,9.07,0.00,0.00,0,,,,0,32.42200,6.32900,-6.32900,0,,,,0,Multiple Telescopes,0,2014,2020-02-13
193,GJ 433,GJ 433 d,3,36.05900000,0.01600000,-0.01600000,0,0.070000,0.050000,-0.050000,0,,,,0,Msini,9.07,0.00,0.00,0,,,,0,5.22300,0.92100,-0.92100,0,,,,0,Multiple Telescopes,0,2020,2020-02-13
194,GJ 436,GJ 436 b,1,2.64388312,0.00000057,-0.00000057,0,0.138270,0.000180,-0.000180,0,86.440,0.170,-0.160,0,Mass,9.76,0.01,-0.01,0,,,,,22.10000,2.30000,-2.30000,0,4.170,0.168,-0.168,0,10 m Keck I Telescope,0,2004,2015-02-05
195,GJ 504,GJ 504 b,1,,,,,,,,,,,,,Mass,17.54,0.08,-0.08,0,510,30,-20,0,1271.30000,1430.20000,-317.80000,0,,,,,8.2 m Subaru Telescope,0,2013,2014-05-14
196,GJ 536,GJ 536 b,1,8.70760000,0.00220000,-0.00250000,0,0.080000,0.090000,-0.060000,0,,,,,Msini,10.41,0.01,-0.01,0,,,,,5.36000,0.69000,-0.62000,0,,,,,null 3.6 m ESO Telescope,0,2016,2016-11-17
197,GJ 581,GJ 581 b,3,5.36860000,0.00010000,-0.00010000,0,0.000000,0.030000,-0.030000,0,,,,,Msini,6.30,0.00,0.00,0,,,,,15.80000,0.30000,-0.30000,0,,,,,3.6 m ESO Telescope,0,2005,2014-07-09
198,GJ 581,GJ 581 c,3,12.91400000,0.00200000,-0.00200000,0,0.000000,0.060000,-0.060000,0,,,,,Msini,6.30,0.00,0.00,0,,,,,5.50000,0.30000,-0.30000,0,,,,,3.6 m ESO Telescope,0,2007,2014-07-09
199,GJ 581,GJ 581 e,3,3.14900000,0.00020000,-0.00020000,0,0.000000,0.060000,-0.060000,0,,,,,Msini,6.30,0.00,0.00,0,,,,,1.70000,0.20000,-0.20000,0,,,,,3.6 m ESO Telescope,0,2009,2014-07-09
200,GJ 625,GJ 625 b,1,14.62800000,0.01200000,-0.01300000,0,0.130000,0.120000,-0.090000,0,,,,0,Msini,6.49,,,0,,,,0,2.82000,0.51000,-0.51000,0,,,,0,Multiple Telescopes,0,2017,2017-09-28
